CCOMP96,CCOMP04,REG96A04,MODIF96A04,CODLOC_96,CODLOC_04
510001001,510001001,0,SIN MODIFICACION,5421,5421
510001002,510001002,0,SIN MODIFICACION,5421,5421
510001003,510001003,0,SIN MODIFICACION,5421,5421
510001004,510001004,0,SIN MODIFICACION,5421,5421
510001005,510001005,0,SIN MODIFICACION,5421,5421
510001006,510001006,0,SIN MODIFICACION,5421,5421
510001007,510001007,0,SIN MODIFICACION,5421,5421
510001008,510001008,0,SIN MODIFICACION,5421,5421
510001009,510001009,0,SIN MODIFICACION,5421,5421
510001010,510001010,0,SIN MODIFICACION,5421,5421
510001011,510001011,0,SIN MODIFICACION,5421,5421
510001012,510001012,0,SIN MODIFICACION,5421,5421
510001013,510001013,0,SIN MODIFICACION,5421,5421
510001014,510001014,0,SIN MODIFICACION,5421,5421
510001015,510001015,0,SIN MODIFICACION,5421,5421
510001016,510001016,0,SIN MODIFICACION,5421,5421
510001017,510001017,0,SIN MODIFICACION,5421,5421
510001018,510001018,0,SIN MODIFICACION,5421,5421
510002001,510002001,0,SIN MODIFICACION,5421,5421
510002002,510002002,0,SIN MODIFICACION,5421,5421
510002003,510002003,0,SIN MODIFICACION,5421,5421
510002004,510002004,0,SIN MODIFICACION,5421,5421
510002005,510002005,0,SIN MODIFICACION,5421,5421
510002006,510002006,0,SIN MODIFICACION,5421,5421
510002007,510002007,0,SIN MODIFICACION,5421,5421
510002008,510002008,0,SIN MODIFICACION,5421,5421
510002009,510002009,0,SIN MODIFICACION,5421,5421
510002010,510002010,0,SIN MODIFICACION,5421,5421
510002011,510002011,0,SIN MODIFICACION,5421,5421
510002012,510002012,0,SIN MODIFICACION,5421,5421
510002013,510002013,0,SIN MODIFICACION,5421,5421
510002014,510002014,0,SIN MODIFICACION,5421,5421
510002015,510002015,0,SIN MODIFICACION,5421,5421
510002016,510002016,0,SIN MODIFICACION,5421,5421
510002017,510002017,0,SIN MODIFICACION,5421,5421
510002018,510002018,0,SIN MODIFICACION,5421,5421
510002019,510002019,0,SIN MODIFICACION,5421,5421
510003001,510003001,0,SIN MODIFICACION,5421,5421
510003002,510003002,0,SIN MODIFICACION,5421,5421
510003003,510003003,0,SIN MODIFICACION,5421,5421
510003004,510003004,0,SIN MODIFICACION,5421,5421
510003005,510003005,0,SIN MODIFICACION,5421,5421
510003006,510003006,0,SIN MODIFICACION,5421,5421
510003007,510003007,0,SIN MODIFICACION,5421,5421
510003008,510003008,0,SIN MODIFICACION,5421,5421
510003009,510003009,0,SIN MODIFICACION,5421,5421
510003010,510003010,0,SIN MODIFICACION,5421,5421
510003011,510003011,0,SIN MODIFICACION,5421,5421
510003012,510003012,0,SIN MODIFICACION,5421,5421
510003013,510003013,0,SIN MODIFICACION,5421,5421
510003014,510003014,0,SIN MODIFICACION,5421,5421
510003015,510003015,0,SIN MODIFICACION,5421,5421
510003016,510003016,0,SIN MODIFICACION,5421,5421
510003017,510003017,0,SIN MODIFICACION,5421,5421
510003018,510003018,0,SIN MODIFICACION,5421,5421
510003019,510003019,0,SIN MODIFICACION,5421,5421
510104008,510104008,0,SIN MODIFICACION,5421,5421
510104009,510104009,0,SIN MODIFICACION,5421,5421
510104010,510104010,0,SIN MODIFICACION,5421,5421
510104011,510104011,0,SIN MODIFICACION,5421,5421
510104012,510104012,0,SIN MODIFICACION,5421,5421
510104013,510104013,0,SIN MODIFICACION,5421,5421
510104014,510104014,0,SIN MODIFICACION,5421,5421
510104015,510104015,0,SIN MODIFICACION,5421,5421
510104029,510104029,0,SIN MODIFICACION,5421,5421
510104030,510104030,0,SIN MODIFICACION,5421,5421
510104031,510104031,0,SIN MODIFICACION,5421,5421
510104032,510104032,0,SIN MODIFICACION,5421,5421
510104033,510104033,0,SIN MODIFICACION,5421,5421
510104034,510104034,0,SIN MODIFICACION,5421,5421
510104036,510104036,0,SIN MODIFICACION,5421,5421
510104037,510104037,0,SIN MODIFICACION,5421,5421
510104038,510104038,0,SIN MODIFICACION,5421,5421
510104039,510104039,0,SIN MODIFICACION,5421,5421
510104040,510104040,0,SIN MODIFICACION,5421,5421
510104041,510104041,0,SIN MODIFICACION,5421,5421
510104042,510104042,0,SIN MODIFICACION,5421,5421
510104043,510104043,0,SIN MODIFICACION,5421,5421
510104044,510104044,0,SIN MODIFICACION,5421,5421
510104045,510104045,0,SIN MODIFICACION,5421,5421
510104048,510104048,0,SIN MODIFICACION,5421,5421
510104001,510104800,1,PARTICION,5421,5421
510104001,510104802,1,PARTICION,5421,5421
510104035,510104803,1,PARTICION,5421,5421
510104035,510104804,1,PARTICION,5421,5421
510104035,510104805,1,PARTICION,5421,5421
510105001,510105001,0,SIN MODIFICACION,5421,5421
510105002,510105002,0,SIN MODIFICACION,5421,5421
510105003,510105003,0,SIN MODIFICACION,5421,5421
510105004,510105004,0,SIN MODIFICACION,5421,5421
510105005,510105005,0,SIN MODIFICACION,5421,5421
510105006,510105006,0,SIN MODIFICACION,5421,5421
510105007,510105007,0,SIN MODIFICACION,5421,5421
510105008,510105008,0,SIN MODIFICACION,5421,5421
510105009,510105009,0,SIN MODIFICACION,5421,5421
510105010,510105010,0,SIN MODIFICACION,5421,5421
510105011,510105011,0,SIN MODIFICACION,5421,5421
510105012,510105012,0,SIN MODIFICACION,5421,5421
510105013,510105013,0,SIN MODIFICACION,5421,5421
510105014,510105014,0,SIN MODIFICACION,5421,5421
510105015,510105015,0,SIN MODIFICACION,5421,5421
510105016,510105016,0,SIN MODIFICACION,5421,5421
510105017,510105017,0,SIN MODIFICACION,5421,5421
510105018,510105018,0,SIN MODIFICACION,5421,5421
510105038,510105038,0,SIN MODIFICACION,5421,5421
510106001,510106001,0,SIN MODIFICACION,5421,5421
510106002,510106002,0,SIN MODIFICACION,5421,5421
510106003,510106003,0,SIN MODIFICACION,5421,5421
510106004,510106004,0,SIN MODIFICACION,5421,5421
510106005,510106005,0,SIN MODIFICACION,5421,5421
510106006,510106006,0,SIN MODIFICACION,5421,5421
510106007,510106007,0,SIN MODIFICACION,5421,5421
510106008,510106008,0,SIN MODIFICACION,5421,5421
510106009,510106009,0,SIN MODIFICACION,5421,5421
510106010,510106010,0,SIN MODIFICACION,5421,5421
510106011,510106011,0,SIN MODIFICACION,5421,5421
510106012,510106012,0,SIN MODIFICACION,5421,5421
510106013,510106013,0,SIN MODIFICACION,5421,5421
510106015,510106015,0,SIN MODIFICACION,5421,5421
510106016,510106016,0,SIN MODIFICACION,5421,5421
510106017,510106017,0,SIN MODIFICACION,5421,5421
510106014,510106800,1,PARTICION,5421,5421
510106014,510106801,1,PARTICION,5421,5421
510106014,510106802,1,PARTICION,5421,5421
510106014,510106803,1,PARTICION,5421,5421
510106014,510106804,1,PARTICION,5421,5421
510106014,510106805,1,PARTICION,5421,5421
510106014,510106806,1,PARTICION,5421,5421
510106014,510106807,1,PARTICION,5421,5421
510106014,510106808,1,PARTICION,5421,5421
510106014,510106809,1,PARTICION,5421,5421
510106014,510106810,1,PARTICION,5421,5421
510106014,510106811,1,PARTICION,5421,5421
510106014,510106812,1,PARTICION,5421,5421
510106036,510106813,1,PARTICION,5421,5421
510106036,510106814,1,PARTICION,5421,5421
510106036,510106815,1,PARTICION,5421,5421
510106036,510106816,1,PARTICION,5421,5421
510107014,510107014,0,SIN MODIFICACION,5421,5421
510107015,510107015,0,SIN MODIFICACION,5421,5421
510107016,510107016,0,SIN MODIFICACION,5421,5421
510107017,510107017,0,SIN MODIFICACION,5421,5421
510107018,510107018,0,SIN MODIFICACION,5421,5421
510107019,510107019,0,SIN MODIFICACION,5421,5421
510107020,510107020,0,SIN MODIFICACION,5421,5421
510107021,510107021,0,SIN MODIFICACION,5421,5421
510107022,510107022,0,SIN MODIFICACION,5421,5421
510107023,510107023,0,SIN MODIFICACION,5421,5421
510107024,510107024,0,SIN MODIFICACION,5421,5421
510107025,510107025,0,SIN MODIFICACION,5421,5421
510107026,510107026,0,SIN MODIFICACION,5421,5421
510107028,510107028,0,SIN MODIFICACION,5421,5421
510107029,510107803,1,PARTICION,5421,5421
510107029,510107804,1,PARTICION,5421,5421
510107029,510107805,1,PARTICION,5421,5421
510107029,510107806,1,PARTICION,5421,5421
510112001,510112001,0,SIN MODIFICACION,5421,5421
510112002,510112002,0,SIN MODIFICACION,5421,5421
510112003,510112003,0,SIN MODIFICACION,5421,5421
510112004,510112004,0,SIN MODIFICACION,5421,5421
510112005,510112005,0,SIN MODIFICACION,5421,5421
510112006,510112006,0,SIN MODIFICACION,5421,5421
510112007,510112007,0,SIN MODIFICACION,5421,5421
510112008,510112008,0,SIN MODIFICACION,5421,5421
510112010,510112010,0,SIN MODIFICACION,5421,5421
510112011,510112011,0,SIN MODIFICACION,5421,5421
510112012,510112012,0,SIN MODIFICACION,5421,5421
510112013,510112013,0,SIN MODIFICACION,5421,5421
510112014,510112014,0,SIN MODIFICACION,5421,5421
510112015,510112015,0,SIN MODIFICACION,5421,5421
510112016,510112016,0,SIN MODIFICACION,5421,5421
510112017,510112017,0,SIN MODIFICACION,5421,5421
510112018,510112018,0,SIN MODIFICACION,5421,5421
510112019,510112019,0,SIN MODIFICACION,5421,5421
510112020,510112020,0,SIN MODIFICACION,5421,5421
510112009,510112800,1,PARTICION,5421,5421
510112009,510112801,1,PARTICION,5421,5421
510204002,510204002,0,SIN MODIFICACION,5421,5421
510204003,510204003,0,SIN MODIFICACION,5421,5421
510204004,510204004,0,SIN MODIFICACION,5421,5421
510204005,510204005,0,SIN MODIFICACION,5421,5421
510204006,510204006,0,SIN MODIFICACION,5421,5421
510204007,510204007,0,SIN MODIFICACION,5421,5421
510204016,510204016,0,SIN MODIFICACION,5421,5421
510204017,510204017,0,SIN MODIFICACION,5421,5421
510204018,510204018,0,SIN MODIFICACION,5421,5421
510204019,510204019,0,SIN MODIFICACION,5421,5421
510204020,510204020,0,SIN MODIFICACION,5421,5421
510204021,510204021,0,SIN MODIFICACION,5421,5421
510204022,510204022,0,SIN MODIFICACION,5421,5421
510204023,510204023,0,SIN MODIFICACION,5421,5421
510204024,510204024,0,SIN MODIFICACION,5421,5421
510204025,510204025,0,SIN MODIFICACION,5421,5421
510204026,510204026,0,SIN MODIFICACION,5421,5421
510204027,510204027,0,SIN MODIFICACION,5421,5421
510204028,510204028,0,SIN MODIFICACION,5421,5421
510204046,510204046,0,SIN MODIFICACION,5421,5421
510204047,510204047,0,SIN MODIFICACION,5421,5421
510205019,510205019,0,SIN MODIFICACION,5421,5421
510205020,510205020,0,SIN MODIFICACION,5421,5421
510205021,510205021,0,SIN MODIFICACION,5421,5421
510205022,510205022,0,SIN MODIFICACION,5421,5421
510205023,510205023,0,SIN MODIFICACION,5421,5421
510205024,510205024,0,SIN MODIFICACION,5421,5421
510205025,510205025,0,SIN MODIFICACION,5421,5421
510205026,510205026,0,SIN MODIFICACION,5421,5421
510205027,510205027,0,SIN MODIFICACION,5421,5421
510205028,510205028,0,SIN MODIFICACION,5421,5421
510205029,510205029,0,SIN MODIFICACION,5421,5421
510205030,510205030,0,SIN MODIFICACION,5421,5421
510205031,510205031,0,SIN MODIFICACION,5421,5421
510205032,510205032,0,SIN MODIFICACION,5421,5421
510205033,510205033,0,SIN MODIFICACION,5421,5421
510205034,510205034,0,SIN MODIFICACION,5421,5421
510205035,510205035,0,SIN MODIFICACION,5421,5421
510206018,510206018,0,SIN MODIFICACION,5421,5421
510206019,510206019,0,SIN MODIFICACION,5421,5421
510206020,510206020,0,SIN MODIFICACION,5421,5421
510206021,510206021,0,SIN MODIFICACION,5421,5421
510206022,510206022,0,SIN MODIFICACION,5421,5421
510206023,510206023,0,SIN MODIFICACION,5421,5421
510206024,510206024,0,SIN MODIFICACION,5421,5421
510206025,510206025,0,SIN MODIFICACION,5421,5421
510206026,510206026,0,SIN MODIFICACION,5421,5421
510206027,510206027,0,SIN MODIFICACION,5421,5421
510206028,510206028,0,SIN MODIFICACION,5421,5421
510206029,510206029,0,SIN MODIFICACION,5421,5421
510206030,510206030,0,SIN MODIFICACION,5421,5421
510206031,510206031,0,SIN MODIFICACION,5421,5421
510206032,510206032,0,SIN MODIFICACION,5421,5421
510206034,510206034,0,SIN MODIFICACION,5421,5421
510206035,510206035,0,SIN MODIFICACION,5421,5421
510206033,510206800,1,PARTICION,5421,5421
510206033,510206801,1,PARTICION,5421,5421
510206033,510206802,1,PARTICION,5421,5421
510207001,510207001,0,SIN MODIFICACION,5421,5421
510207003,510207003,0,SIN MODIFICACION,5421,5421
510207004,510207004,0,SIN MODIFICACION,5421,5421
510207005,510207005,0,SIN MODIFICACION,5421,5421
510207006,510207006,0,SIN MODIFICACION,5421,5421
510207007,510207007,0,SIN MODIFICACION,5421,5421
510207008,510207008,0,SIN MODIFICACION,5421,5421
510207009,510207009,0,SIN MODIFICACION,5421,5421
510207010,510207010,0,SIN MODIFICACION,5421,5421
510207012,510207012,0,SIN MODIFICACION,5421,5421
510207013,510207013,0,SIN MODIFICACION,5421,5421
510207031,510207031,0,SIN MODIFICACION,5421,5421
510207002,510207400,1,PARTICION,5421,5421
510207002,510207800,1,PARTICION,5421,5421
510207002,510207801,1,PARTICION,5421,5421
510207002,510207802,1,PARTICION,5421,5421
510207002,510207803,1,PARTICION,5421,5421
510207002,510207804,1,PARTICION,5421,5421
510207002,510207806,1,PARTICION,5421,5421
510207002,510207807,1,PARTICION,5421,5421
510207011,510207811,2,FUSION,5421,5421
510207032,510207813,1,PARTICION,5421,5421
510207032,510207814,1,PARTICION,5421,5421
510212021,510212021,0,SIN MODIFICACION,5421,5421
510212023,510212023,0,SIN MODIFICACION,5421,5421
510212024,510212024,0,SIN MODIFICACION,5421,5421
510212025,510212025,0,SIN MODIFICACION,5421,5421
510212026,510212026,0,SIN MODIFICACION,5421,5421
510212027,510212027,0,SIN MODIFICACION,5421,5421
510212028,510212028,0,SIN MODIFICACION,5421,5421
510212029,510212029,0,SIN MODIFICACION,5421,5421
510212030,510212030,0,SIN MODIFICACION,5421,5421
510212031,510212031,0,SIN MODIFICACION,5421,5421
510212032,510212032,0,SIN MODIFICACION,5421,5421
510212033,510212033,0,SIN MODIFICACION,5421,5421
510212034,510212034,0,SIN MODIFICACION,5421,5421
510212036,510212036,0,SIN MODIFICACION,5421,5421
510212037,510212037,0,SIN MODIFICACION,5421,5421
510212038,510212038,0,SIN MODIFICACION,5421,5421
510212040,510212040,0,SIN MODIFICACION,5421,5421
510212041,510212041,0,SIN MODIFICACION,5421,5421
510212042,510212042,0,SIN MODIFICACION,5421,5421
510212043,510212043,0,SIN MODIFICACION,5421,5421
510212044,510212044,0,SIN MODIFICACION,5421,5421
510212045,510212045,0,SIN MODIFICACION,5421,5421
510212022,510212800,1,PARTICION,5421,5421
510212022,510212801,1,PARTICION,5421,5421
510212022,510212802,1,PARTICION,5421,5421
510212022,510212803,1,PARTICION,5421,5421
510212022,510212804,1,PARTICION,5421,5421
503001001,503001001,0,SIN MODIFICACION,5422,5422
503001002,503001002,0,SIN MODIFICACION,5422,5422
503001003,503001003,0,SIN MODIFICACION,5422,5422
503001004,503001004,0,SIN MODIFICACION,5422,5422
503001005,503001005,0,SIN MODIFICACION,5422,5422
503001006,503001006,0,SIN MODIFICACION,5422,5422
503001007,503001007,0,SIN MODIFICACION,5422,5422
503001008,503001008,0,SIN MODIFICACION,5422,5422
503001009,503001009,0,SIN MODIFICACION,5422,5422
503001010,503001010,0,SIN MODIFICACION,5422,5422
503001011,503001011,0,SIN MODIFICACION,5422,5422
503001012,503001012,0,SIN MODIFICACION,5422,5422
503001013,503001013,0,SIN MODIFICACION,5422,5422
503001014,503001014,0,SIN MODIFICACION,5422,5422
503001015,503001015,0,SIN MODIFICACION,5422,5422
503001016,503001016,0,SIN MODIFICACION,5422,5422
503001017,503001017,0,SIN MODIFICACION,5422,5422
503001018,503001018,0,SIN MODIFICACION,5422,5422
503001019,503001019,0,SIN MODIFICACION,5422,5422
503001020,503001020,0,SIN MODIFICACION,5422,5422
503001021,503001021,0,SIN MODIFICACION,5422,5422
503001022,503001022,0,SIN MODIFICACION,5422,5422
503002001,503002001,0,SIN MODIFICACION,5422,5422
503002002,503002002,0,SIN MODIFICACION,5422,5422
503002003,503002003,0,SIN MODIFICACION,5422,5422
503002004,503002004,0,SIN MODIFICACION,5422,5422
503002005,503002005,0,SIN MODIFICACION,5422,5422
503002006,503002006,0,SIN MODIFICACION,5422,5422
503002007,503002007,0,SIN MODIFICACION,5422,5422
503002008,503002008,0,SIN MODIFICACION,5422,5422
503002009,503002009,0,SIN MODIFICACION,5422,5422
503002010,503002010,0,SIN MODIFICACION,5422,5422
503002011,503002011,0,SIN MODIFICACION,5422,5422
503002012,503002012,0,SIN MODIFICACION,5422,5422
503002013,503002013,0,SIN MODIFICACION,5422,5422
503002014,503002014,0,SIN MODIFICACION,5422,5422
503002015,503002015,0,SIN MODIFICACION,5422,5422
503002016,503002016,0,SIN MODIFICACION,5422,5422
503002017,503002017,0,SIN MODIFICACION,5422,5422
503002018,503002018,0,SIN MODIFICACION,5422,5422
503002019,503002019,0,SIN MODIFICACION,5422,5422
503002020,503002020,0,SIN MODIFICACION,5422,5422
503002021,503002021,0,SIN MODIFICACION,5422,5422
503002022,503002022,0,SIN MODIFICACION,5422,5422
503002023,503002023,0,SIN MODIFICACION,5422,5422
503002400,503002400,0,SIN MODIFICACION,5422,5422
503003001,503003001,0,SIN MODIFICACION,5422,5422
503003002,503003002,0,SIN MODIFICACION,5422,5422
503003003,503003003,0,SIN MODIFICACION,5422,5422
503003004,503003004,0,SIN MODIFICACION,5422,5422
503003005,503003005,0,SIN MODIFICACION,5422,5422
503003006,503003006,0,SIN MODIFICACION,5422,5422
503003007,503003007,0,SIN MODIFICACION,5422,5422
503003008,503003008,0,SIN MODIFICACION,5422,5422
503003009,503003009,0,SIN MODIFICACION,5422,5422
503003010,503003010,0,SIN MODIFICACION,5422,5422
503003011,503003011,0,SIN MODIFICACION,5422,5422
503003012,503003012,0,SIN MODIFICACION,5422,5422
503003013,503003013,0,SIN MODIFICACION,5422,5422
503003014,503003014,0,SIN MODIFICACION,5422,5422
503003015,503003015,0,SIN MODIFICACION,5422,5422
503003016,503003016,0,SIN MODIFICACION,5422,5422
503003017,503003017,0,SIN MODIFICACION,5422,5422
503003018,503003018,0,SIN MODIFICACION,5422,5422
503003019,503003019,0,SIN MODIFICACION,5422,5422
503003020,503003020,0,SIN MODIFICACION,5422,5422
503003021,503003021,0,SIN MODIFICACION,5422,5422
503003022,503003022,0,SIN MODIFICACION,5422,5422
503004001,503004001,0,SIN MODIFICACION,5422,5422
503004002,503004002,0,SIN MODIFICACION,5422,5422
503004003,503004003,0,SIN MODIFICACION,5422,5422
503004004,503004004,0,SIN MODIFICACION,5422,5422
503004005,503004005,0,SIN MODIFICACION,5422,5422
503004006,503004006,0,SIN MODIFICACION,5422,5422
503004007,503004007,0,SIN MODIFICACION,5422,5422
503004008,503004008,0,SIN MODIFICACION,5422,5422
503004009,503004009,0,SIN MODIFICACION,5422,5422
503004010,503004010,0,SIN MODIFICACION,5422,5422
503004011,503004011,0,SIN MODIFICACION,5422,5422
503004012,503004012,0,SIN MODIFICACION,5422,5422
503004013,503004013,0,SIN MODIFICACION,5422,5422
503004014,503004014,0,SIN MODIFICACION,5422,5422
503004015,503004015,0,SIN MODIFICACION,5422,5422
503004016,503004016,0,SIN MODIFICACION,5422,5422
503004017,503004017,0,SIN MODIFICACION,5422,5422
503004018,503004018,0,SIN MODIFICACION,5422,5422
503004019,503004019,0,SIN MODIFICACION,5422,5422
503004020,503004020,0,SIN MODIFICACION,5422,5422
503004021,503004021,0,SIN MODIFICACION,5422,5422
503004022,503004022,0,SIN MODIFICACION,5422,5422
503004023,503004023,0,SIN MODIFICACION,5422,5422
503004400,503004400,0,SIN MODIFICACION,5422,5422
503004401,503004401,0,SIN MODIFICACION,5422,5422
503004402,503004402,0,SIN MODIFICACION,5422,5422
503004403,503004403,0,SIN MODIFICACION,5422,5422
503004404,503004404,0,SIN MODIFICACION,5422,5422
503004405,503004405,0,SIN MODIFICACION,5422,5422
503005001,503005001,0,SIN MODIFICACION,5422,5422
503005002,503005002,0,SIN MODIFICACION,5422,5422
503005003,503005003,0,SIN MODIFICACION,5422,5422
503005004,503005004,0,SIN MODIFICACION,5422,5422
503005005,503005005,0,SIN MODIFICACION,5422,5422
503005006,503005006,0,SIN MODIFICACION,5422,5422
503005007,503005007,0,SIN MODIFICACION,5422,5422
503005008,503005008,0,SIN MODIFICACION,5422,5422
503005009,503005009,0,SIN MODIFICACION,5422,5422
503005010,503005010,0,SIN MODIFICACION,5422,5422
503005011,503005011,0,SIN MODIFICACION,5422,5422
503005012,503005012,0,SIN MODIFICACION,5422,5422
503005013,503005013,0,SIN MODIFICACION,5422,5422
503005014,503005014,0,SIN MODIFICACION,5422,5422
503005015,503005015,0,SIN MODIFICACION,5422,5422
503005016,503005016,0,SIN MODIFICACION,5422,5422
503005017,503005017,0,SIN MODIFICACION,5422,5422
503005018,503005018,0,SIN MODIFICACION,5422,5422
503005019,503005019,0,SIN MODIFICACION,5422,5422
503005020,503005020,0,SIN MODIFICACION,5422,5422
503005021,503005021,0,SIN MODIFICACION,5422,5422
503005022,503005022,0,SIN MODIFICACION,5422,5422
503006001,503006001,0,SIN MODIFICACION,5422,5422
503006002,503006002,0,SIN MODIFICACION,5422,5422
503006003,503006003,0,SIN MODIFICACION,5422,5422
503006004,503006004,0,SIN MODIFICACION,5422,5422
503006005,503006005,0,SIN MODIFICACION,5422,5422
503006006,503006006,0,SIN MODIFICACION,5422,5422
503006007,503006007,0,SIN MODIFICACION,5422,5422
503006008,503006008,0,SIN MODIFICACION,5422,5422
503006009,503006009,0,SIN MODIFICACION,5422,5422
503006010,503006010,0,SIN MODIFICACION,5422,5422
503006011,503006011,0,SIN MODIFICACION,5422,5422
503006012,503006012,0,SIN MODIFICACION,5422,5422
503006013,503006013,0,SIN MODIFICACION,5422,5422
503006014,503006014,0,SIN MODIFICACION,5422,5422
503006015,503006015,0,SIN MODIFICACION,5422,5422
503006016,503006016,0,SIN MODIFICACION,5422,5422
503006017,503006017,0,SIN MODIFICACION,5422,5422
503006018,503006018,0,SIN MODIFICACION,5422,5422
503006019,503006019,0,SIN MODIFICACION,5422,5422
503006020,503006020,1,PARTICION,5422,5422
503006021,503006021,1,PARTICION,5422,5422
503006022,503006022,1,PARTICION,5422,5422
503006023,503006023,1,PARTICION,5422,5422
503006400,503006400,0,SIN MODIFICACION,5422,5422
503006401,503006401,0,SIN MODIFICACION,5422,5422
503006402,503006402,0,SIN MODIFICACION,5422,5422
503006403,503006403,0,SIN MODIFICACION,5422,5422
503006404,503006404,0,SIN MODIFICACION,5422,5422
503107024,503107024,0,SIN MODIFICACION,5422,5422
503107035,503107035,0,SIN MODIFICACION,5422,5422
503107036,503107036,0,SIN MODIFICACION,5422,5422
503107037,503107037,0,SIN MODIFICACION,5422,5422
503107038,503107038,0,SIN MODIFICACION,5422,5422
503107039,503107039,0,SIN MODIFICACION,5422,5422
503107040,503107040,0,SIN MODIFICACION,5422,5422
503107041,503107041,0,SIN MODIFICACION,5422,5422
503107042,503107042,0,SIN MODIFICACION,5422,5422
503107043,503107043,0,SIN MODIFICACION,5422,5422
503107044,503107044,0,SIN MODIFICACION,5422,5422
503107500,503107500,0,SIN MODIFICACION,5422,5422
503108013,503108013,0,SIN MODIFICACION,5422,5422
503108014,503108014,0,SIN MODIFICACION,5422,5422
503108016,503108016,0,SIN MODIFICACION,5422,5422
503108017,503108017,0,SIN MODIFICACION,5422,5422
503108019,503108019,0,SIN MODIFICACION,5422,5422
503108020,503108020,0,SIN MODIFICACION,5422,5422
503108021,503108021,0,SIN MODIFICACION,5422,5422
503108022,503108022,0,SIN MODIFICACION,5422,5422
503108023,503108023,0,SIN MODIFICACION,5422,5422
503006020,503108400,1,PARTICION,5422,5422
503006021,503108401,1,PARTICION,5422,5422
503006022,503108402,1,PARTICION,5422,5422
503006023,503108403,1,PARTICION,5422,5422
503108018,503108500,1,PARTICION,5422,5422
503108018,503108801,1,PARTICION,5422,5422
503108018,503108802,1,PARTICION,5422,5422
503108018,503108803,1,PARTICION,5422,5422
503108018,503108804,1,PARTICION,5422,5422
503108018,503108805,1,PARTICION,5422,5422
503108018,503108806,1,PARTICION,5422,5422
503108018,503108807,1,PARTICION,5422,5422
503108018,503108809,1,PARTICION,5422,5422
503207015,503207015,0,SIN MODIFICACION,5422,5422
503207016,503207016,0,SIN MODIFICACION,5422,5422
503207017,503207017,0,SIN MODIFICACION,5422,5422
503207018,503207018,0,SIN MODIFICACION,5422,5422
503207019,503207019,0,SIN MODIFICACION,5422,5422
503207020,503207020,0,SIN MODIFICACION,5422,5422
503207021,503207021,0,SIN MODIFICACION,5422,5422
503207022,503207022,0,SIN MODIFICACION,5422,5422
503207025,503207025,0,SIN MODIFICACION,5422,5422
503207026,503207026,0,SIN MODIFICACION,5422,5422
503207027,503207027,0,SIN MODIFICACION,5422,5422
503207028,503207028,0,SIN MODIFICACION,5422,5422
503207029,503207029,0,SIN MODIFICACION,5422,5422
503207030,503207030,0,SIN MODIFICACION,5422,5422
503207031,503207031,0,SIN MODIFICACION,5422,5422
503207033,503207033,0,SIN MODIFICACION,5422,5422
503207034,503207034,0,SIN MODIFICACION,5422,5422
503207032,503207800,1,PARTICION,5422,5422
503207032,503207801,1,PARTICION,5422,5422
503208001,503208001,0,SIN MODIFICACION,5422,5422
503208002,503208002,0,SIN MODIFICACION,5422,5422
503208003,503208003,0,SIN MODIFICACION,5422,5422
503208004,503208004,0,SIN MODIFICACION,5422,5422
503208005,503208005,0,SIN MODIFICACION,5422,5422
503208006,503208006,0,SIN MODIFICACION,5422,5422
503208007,503208007,0,SIN MODIFICACION,5422,5422
503208008,503208008,0,SIN MODIFICACION,5422,5422
503208009,503208009,0,SIN MODIFICACION,5422,5422
503208010,503208010,0,SIN MODIFICACION,5422,5422
503208011,503208011,0,SIN MODIFICACION,5422,5422
503208012,503208012,0,SIN MODIFICACION,5422,5422
503307001,503307001,0,SIN MODIFICACION,5422,5422
503307002,503307002,0,SIN MODIFICACION,5422,5422
503307003,503307003,0,SIN MODIFICACION,5422,5422
503307004,503307004,0,SIN MODIFICACION,5422,5422
503307005,503307005,0,SIN MODIFICACION,5422,5422
503307007,503307007,0,SIN MODIFICACION,5422,5422
503307008,503307008,0,SIN MODIFICACION,5422,5422
503307009,503307009,0,SIN MODIFICACION,5422,5422
503307010,503307010,0,SIN MODIFICACION,5422,5422
503307011,503307011,0,SIN MODIFICACION,5422,5422
503307012,503307012,0,SIN MODIFICACION,5422,5422
503307013,503307013,0,SIN MODIFICACION,5422,5422
503307014,503307014,0,SIN MODIFICACION,5422,5422
503307023,503307023,0,SIN MODIFICACION,5422,5422
503307006,503307800,1,PARTICION,5422,5422
503307006,503307801,1,PARTICION,5422,5422
503307006,503307802,1,PARTICION,5422,5422
508101006,508101006,0,SIN MODIFICACION,5423,5423
508101007,508101007,0,SIN MODIFICACION,5423,5423
508101008,508101008,0,SIN MODIFICACION,5423,5423
508101009,508101009,0,SIN MODIFICACION,5423,5423
508101011,508101011,0,SIN MODIFICACION,5423,5423
508101012,508101012,0,SIN MODIFICACION,5423,5423
508101013,508101013,0,SIN MODIFICACION,5423,5423
508101014,508101014,0,SIN MODIFICACION,5423,5423
508101015,508101015,0,SIN MODIFICACION,5423,5423
508101029,508101029,0,SIN MODIFICACION,5423,5423
508101030,508101030,0,SIN MODIFICACION,5423,5423
508101031,508101031,0,SIN MODIFICACION,5423,5423
508101032,508101032,0,SIN MODIFICACION,5423,5423
508101033,508101033,0,SIN MODIFICACION,5423,5423
508101034,508101034,0,SIN MODIFICACION,5423,5423
